보고일자,지역,위도,경도,해파리크기,밀집여부
2016-08-04,경남 창원시(진해잠도) 마산만 일대,35.057,128.676,20,y
2016-08-04,경남 창원시 구산면 마산합돌 원전앞바다,35.066,128.633,70,y
2016-08-04,경남 창원시 진해만 일대,35.088,128.683,,
2016-08-04,경남 거제 남부면 탑포리 쌍근지선,34.735,128.557,20,
2016-08-04,경남 거제 남부면 탑포리 쌍근지선,34.735,128.557,30,
2016-08-04,경남 거제시 일운면 구조라 근해,34.986,128.507,,y
2016-08-04,경남 통영시 매물도 근해,34.67718,128.508,70,y
2016-08-04,경남 거제시 일운면 구조라항 근해,34.826,128.798,60,
2016-08-04,경남 거제시 일운면 구조라항 근해,34.826,128.798,20,y
2016-08-04,경남 고성군 하이면  근해,34.912,128.097,10,
2016-08-04,경남 고성군 하이면  근해,34.912,128.097,30,
2016-08-04,경남 남해 삼동면 동부(은점),34.7920185,128.0655499,40,y
2016-08-04,경남 남해 미조면 앞바다,34.706,128.068,30,
2016-08-04,경남 남해 미조면 앞바다,34.706,128.068,20,y
2016-08-04,경남 남해 미조면 앞바다,34.716,128.047,,
2016-08-04,경남 남해 미조 일대,34.733,128.063,,
2016-08-04,경남 하동군 남해 대도,34.951,127.905,30-40,
2016-08-04,경남 하동군 남해 대도,34.951,127.905,40-50,y
2016-08-04,"경남 사천 남해 경계지역, 강진만일대",34.987,128.026,,
2016-08-04,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,,y
2016-08-04,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,20,
2016-08-04,부산광역시 남구 오륙도-해운대,35.098,129.125,05-30,y
2016-08-04,울산 남구 장생포 근처해역 울기등대앞,35.498,129.39,30-100,y
2016-08-04,울산 동구 주전해변 연안,35.571,129.462,,
2016-08-04,울산 동구 주전 앞바다,35.52,129.455,30-100,y
2016-08-04,울산 동구 주전 앞바다,35.52,129.455,30,
2016-08-04,울산 동구 방어진,35.482,129.43,,
2016-08-04,울산 동구 화암 앞바다,35.467,129.411,,
2016-08-04,울산 동구 주전 앞바다,35.563,129.468,60,y
2016-08-04,울산 동구 주전 앞바다,35.563,129.468,,
2016-08-04,"포항 남구 호미곶, 강사 근처",36.065,129.602,,
2016-08-04,"경북 포항시 감포,호미곶 주변 해역",35.877,129.532,40,y
2016-08-04,"경북 울진군 울진죽변, 원자력빌전소 앞바다",37.044,129.427,,
2016-08-04,경북 울진 덕신 앞바다,36.942,129.425,70,
2016-08-04,경북 울진군 후포면 왕돌초 부근,36.658,129.479,50,y
2016-08-04,경북 울진군 후포 해수욕장 앞바다,36.665,129.461,15,y
2016-08-04,강원 강릉 주문진등대 앞 바다,37.903,128.847,20,
2016-08-04,강원 동해시 묵호등대 앞바다,37.556,129.135,20-30,y
2016-08-04,강원 동해 묵호동 묵호항,37.525,129.132,20,
2016-08-04,강원 동해 묵호동 묵호항,37.525,129.132,3,
2016-08-04,강원 동해시 묵호동 묵호 앞바다,37.543,129.128,,
2016-08-04,"강원 동해시 묵호 앞, 삼척 까지",37.495,129.17,50-100,
2016-08-04,강원 동해시 묵호동 묵호 앞바다,37.548,129.13,40,y
2017-05-11,경기도 화성시 우정읍 입파도 근해,37.110099,126.488235,,
2017-05-18,부산 태종대 근해,35.052,129.101,,
2017-05-11,인천대교 일대,37.392736,126.516578,,
2017-05-11,인천 덕적도 근해,37.243,126.069,,
2017-05-11,충남 태안군 안도 근해,36.952,126.149,,
2017-05-11,충남 보령 삽시도 근해,36.344,126.332,,
2017-05-11,충남 태안반도 8마일 외해역,36.518,126.254,,
2017-05-11,충남 태안군 근흥면 가의도리 옹도 근해,36.639,125.998,10,
2017-05-11,충남 보령 녹도 근해,36.264,126.232,,
2017-05-11,충남 서산시 부석면 천수만 근해,36.560106,126.423049,,
2017-05-11,충남 태안군 안면읍 나치도 근해,36.501,126.149,,
2017-05-11,충남 서산시 팔봉면 고파도 근해,36.93,126.322,,
2017-05-11,충남 당진 현대제철 근해,37.008,126.713,10,
2017-05-11,"충남 당진군 대난지도, 소난지도 사이",37.043,126.444,,
2017-05-11,전남 영광군 안마도 근해,35.458789,125.790631,,
2017-05-11,전북 군산시 십이동파도 근해,35.988,126.25,,
2017-05-11,충남 아산만,36.966,126.822,,
2017-05-11,전북 군산시 옥도면 선유도 근해,35.833,126.387,,
2017-05-11,전북 부안 위도 근해,35.606,126.321,,
2017-05-11,전북 군산 무녀도 근해,35.793,126.438,,
2017-05-11,전북 새만금방조제 비안도 사이,35.758,126.518,,
2017-05-11,전북 군산 비안도 근해,35.753,126.425,,
2017-05-11,전북 군산 개야도 근해,36.029,126.534,,
2017-05-11,"전북 군산 개야도, 연도 사이",36.061,126.486,,
2017-05-11,전북 군산 새만금 바깥 해역,35.887,126.528,,
2017-05-11,전북 부안군 위도 근해,35.617,126.241,,
2017-05-11,"전북 부안군 왕등도, 위도 사이",35.624,126.196,,
2017-05-11,전북 군산 새만금 근해,35.863,126.575,,
2017-05-11,전북 어청도 근해,36.093,125.967,,
2017-05-11,전남 진도군 의신면 구자도리 근해,34.316,126.291,,
2017-05-11,"전남 진도군 임회면 죽도, 독거도 사이",34.299,126.202,,
2017-05-11,전남 신안군 소흑산도 남방해역,34.009,125.114,,
2017-05-11,전남 신안군 가거도 근해,34.123,125.13,,
2017-05-11,전남 진도 임회면 사자도 불모도 사이,34.275,125.949,,
2017-05-11,전남 여수 소리도 근해,34.4,127.798,,
2017-05-11,전남 완도 근해,34.287,126.8,,
2017-05-11,전남 완도군 약산면 근해,34.354,126.938,,
2017-05-11,전남 고흥 나로도 근해,34.425,127.556,,
2017-05-11,전남 보성 득량만 근해,34.701,127.307,,
2017-05-11,전남 고흥 득량만 연안,34.724,127.255,,
2017-05-11,경남 창원 원전 근해,35.056,128.652,,
2017-05-11,경남 남해군 수우도 근해,34.837273,128.134385,,
2017-05-11,경남 사랑도 근해,34.799,128.186,,
2017-05-11,경남 통영시 사량도 근해,34.787,128.171,,
2017-05-11,경남 통영 산양읍 미남리 근해,34.759,128.395,5,
2017-05-11,경남 사천 서포 가두리야식장 부근,34.97,128.003,,
2017-05-11,신노량항 부근,34.92,127.78,,
2017-05-11,경남 남해 근해,34.935,127.983,,
2017-05-11,경남 남해 강진만 근해,34.888826,127.932548,,
2017-05-11,경남 하동군 대도 근해,34.922,127.802,,
2017-05-11,경남 창원시 진해구 잠도 근해,35.066,128.674,05-07,
2017-05-11,부산 영도 근해,35.071,129.108,,
2017-05-11,부산 가덕도 근해,35.049,128.866,,
2017-05-11,부산 고리원자력 발전소 근해,35.301,129.284,03-05,
2017-05-11,부산 오륙도 송정 사이,35.098,129.174,,
2017-05-11,부산 해운대구 미포 근해,35.155467,129.170413,,
2017-05-11,부산 해운대 청사포 근해,35.151,129.228,,
2017-05-11,부산 광안리 근해,35.14,129.122,,
2017-05-11,부산 태종대 근해,35.052,129.101,,
2017-05-11,부산 가덕도 근해,35.036,128.863,10,
2017-05-11,부산 기장  동수 앞바다,35.152,129.196,,
2017-05-11,부산 오륙도 근해,35.088,129.136,,
2017-05-11,경북 포항 영일만 근해,36.058,129.495,,
2017-05-11,경북 경주시 감포 근해,35.822,129.537,,
2017-05-11,경북 영덕군 남정면 근해,36.289,129.396,,
2017-05-11,"경북 영덕 축산항, 대진항 사이",36.532,129.451,10,
2017-05-11,경북 포항시 82-4해구,36.282,129.621,,
2017-05-11,경북 울진 원자력발전소 근해,37.13,129.401,15,y
2017-05-11,경북 울진 오산항 근해,36.806,129.479,,
2017-05-11,경북 포항시 영일만 내,36.041,129.434,,
2017-05-11,경북 포항시 흥해 근해,36.135,129.419,,
2017-05-11,경북 포항시 구룡포항 근해,35.978,129.589,,
2017-05-11,경북 포항시 흥해 칠포만 근해,36.161,129.419,,
2017-05-11,경북 울진 왕돌초 근해,37.002,129.434,,
2017-05-11,경북 울진 사동 앞바다,37.047,129.427,,
2017-05-11,경북 울릉군 울릉도 근해,37.402431,130.624514,,
2017-05-11,강원도 양양군 낙산앞 남대천 하류,38.122,128.652,,
2017-05-11,제주도 제주시 근해,33.53,126.448,,
2017-05-11,제주도 제주시 서북쪽 근해,33.556,126.338,,
2017-05-11,제주도 차귀도 근해,33.306,126.16,,
2017-05-11,제주시 구좌읍 종달리 근해,33.531,126.924,,
2017-05-11,경남 거제시 지세포 부근,34.831066,128.737793,20,y
2016-12-08,강원 강릉 주문진 주변해역,37.427,129.259,,
2016-12-08,강원 강릉 주문진등대 앞 바다,37.903,128.847,,
2016-12-08,강원 동해시 묵호등대 앞바다,37.556,129.135,20,
2016-12-08,강원 동해 묵호동 묵호항,37.525,129.132,,
2016-12-08,강원 동해시 묵호동 묵호 앞바다,37.543,129.128,,
2016-12-08,강원 동해시 묵호동 묵호 앞바다,37.539,129.125,,
2017-05-11,인천 옹진군 덕적면 대이작도 근해,37.164,126.238,,
2017-05-11,인천 연평도 근해,37.634,125.739,,
2017-05-11,인천 무의도 근해,37.436,126.323,,
2017-05-11,인천 백령도 연봉바위 근해,37.931,124.732,,
2017-05-11,인천 옹진군 덕적면 백아도 근해,37.077,125.925,,
2017-05-11,인천 옹진군 영흥면 동수도 근해,37.208,126.349,,
2017-05-11,인천시 옹진군 자월면 자월도 근해,37.243,126.352,,
2016-12-08,강원 고성군 앞바다,38.615,128.419,,
2016-12-08,강원 고성군 토성면 청간해변 앞바다,38.283,128.575,,
2016-12-08,강원 고성군 거진읍 앞바다,38.469,128.491,,
2016-12-08,강원 양양 동산 앞바다,37.88,128.874,,
2016-12-08,강원 양양 앞바다,38.017,128.835,,
2016-12-08,강원 양양군 기사문리 앞바다,38.017,128.74,,
2016-12-08,제주 서귀포 성산 일출봉 근해,33.479,126.947,,
2016-12-08,제주 한림읍 귀덕1리 앞바다,33.448,126.292,,
2016-12-08,제주 한림읍 귀덕2리 앞바다,33.41,126.241,,
2016-12-08,제주시 구좌읍 하도리 앞바다,33.574,126.894,,
2016-12-08,제주 우도면 주변해역,33.522,126.967,,
2016-12-08,"제주 한경면 일종공동어장내, 신창리 지선",33.349,126.175,,
2016-12-08,제주 차귀도 근처,33.292,126.03,,
2016-12-08,"제주 도두일동 도두봉, 도두오름 서쪽 내도 경게선 안쪽",33.514,126.48,,
2016-11-24,인천 남구 송도 LNG기지 앞,37.374,126.616,,
2016-11-24,인천 백령도 연봉바위 근해,37.931,124.732,,
2016-11-24,인천 덕적도 근해,37.262,126.137,,
2016-11-24,인천시 옹진군 자월면 자월도 근해,37.243,126.352,30-60,
2016-11-24,인천 강화도 근해,37.587,126.334,,
2016-11-24,경기 평택 LNG근해,37.016,126.772,,
2016-11-24,인천 덕적도 근해,37.243,126.069,,
2016-11-24,경기도 화성시 우정면 국화도 근해,37.066,126.542,,
2015-05-08,,35.866618,126.301617,,
2016-11-24,충남 서산 삼길포 근해,36.944,126.271,,
2016-11-24,충남 보령시 웅전읍 황죽도 근해,36.207,126.499,,
2016-11-24,충남 보령 삽시도 근해,36.344,126.332,,
2016-11-24,충남 태안군 근흥면 가의도리 옹도 근해,36.639,125.998,,
2016-11-24,충남 당진군 현대제철 근해,36.994,126.671,,
2016-11-24,충남 태안군 안면읍 나치도 근해,36.501,126.149,,
2016-11-24,충남 서산시 팔봉면 고파도 근해,36.93,126.322,,
2016-11-24,충남 당진 현대제철 근해,37.008,126.713,,
2016-11-24,"충남 당진군 대난지도, 소난지도 사이",37.043,126.444,,
2016-11-24,충남 태안군 격렬비열도 근해,36.605,125.561,10-15,
2016-11-24,전북 군산시 십이동파도 근해,35.988,126.25,,
2016-11-24,충남 보령 대천항 근해,36.328,126.496,,
2016-11-24,충남 아산만,36.966,126.822,,
2016-11-24,전북 군산시 옥도면 선유도 근해,35.833,126.387,,
2016-11-24,전북 군산 무녀도 근해,35.793,126.438,,
2016-11-24,전북 새만금방조제 비안도 사이,35.758,126.518,,
2016-11-24,"전북 군산 개야도, 연도 사이",36.061,126.486,,
2016-11-24,전북 군산 새만금 바깥 해역,35.887,126.528,,
2016-11-24,전북 군산 비안도 위도 사이,35.701,126.411,,
2016-11-24,"전북 부안군 왕등도, 위도 사이",35.624,126.196,,
2016-11-24,전북 군산 새만금 근해,35.863,126.575,,
2016-11-24,전북 군산 장자도 근해,35.973,126.217,,
2016-11-24,전남 진도군 의신면 구자도리 근해,34.316,126.291,,
2016-11-24,"전남 진도군 임회면 죽도, 독거도 사이",34.299,126.202,,
2016-11-24,전남 신안군 소흑산도 남방해역,34.009,125.114,,
2016-11-24,전남 신안군 가거도 근해,34.123,125.13,,
2016-11-24,전남 진도 근해,34.475,126.401,,
2016-11-24,전남 여수 소리도 근해,34.4,127.798,50,
2016-11-24,전남 고흥 나로도 근해,34.474,127.545,,
2016-11-24,전남 완도군 약산면 근해,34.354,126.938,,
2016-11-24,경남 창원 원전 근해,35.056,128.652,,
2016-11-24,경남 남해군 삼동면 물건항내,34.774,128.061,,
2016-11-24,경남 남해 앵강만,34.768,127.937,,
2016-11-24,경남 통영시 욕지도 근해,34.589,128.251,,
2016-11-24,경남 창원시 진동만,35.095,128.471,,
2016-11-24,경남 사천 서포 가두리야식장 부근,34.97,128.003,,
2016-11-24,경남 남해 근해,34.935,127.983,,
2016-11-24,경남 자란만 근해,34.915,128.231,,
2016-11-24,경남 남해 미조 근해,34.677,128.039,,
2016-11-24,경남 진해시 행암만 근해,35.123,128.69,,
2016-11-24,부산 영도 근해,35.071,129.108,,
2016-11-24,부산 해운대 동백섬 근해,35.153,129.158,,
2016-11-24,부산 오륙도 송정 사이,35.098,129.174,,
2016-11-24,부산 해운대구 청사포 근해,35.147,129.221,,
2016-11-24,부산 가덕도 눌차만 근해,35.078,128.85,,
2016-11-24,부산 해운대 청사포 근해,35.151,129.228,,
2016-11-24,부산 광안리 근해,35.14,129.122,20-40,
2016-11-24,부산 태종대 근해,35.052,129.101,,
2016-11-24,부산 기장  동수 앞바다,35.152,129.196,,
2016-11-24,부산 오륙도 근해,35.088,129.136,,
2016-11-24,울산 동구 근해,35.51,129.467,,
2016-11-24,경북 포항 영일만 근해,36.058,129.495,20,
2016-11-24,"경북 울릉도, 독도 사이",37.409,131.176,,
2016-11-24,경북 경주시 감포 근해,35.822,129.537,,
2016-12-08,"강원 동해시 묵호 앞, 삼척 까지",37.495,129.17,,
2016-12-08,강원 동해시 묵호동 묵호 앞바다,37.548,129.13,,
2016-12-08,강원 동해 초암 앞바다,37.485,129.159,,
2016-12-08,강원 동해시 묵호 앞바다,37.545,129.146,,
2016-12-08,강원 동해시 묵호 앞바다,37.555,129.145,,
2016-12-08,강원 동해시 묵호 앞바다,37.585,129.143,,
2016-12-08,강원 동해안 북부 속초 앞바다,38.202,128.607,,
2016-12-08,강원 동해안 북부 속초 앞바다,38.199,128.606,,
2016-12-08,강원 동해안 북부 속초 앞바다,38.205,128.617,,
2016-12-08,"강원 동해안 속초 앞바다, 외웅치",38.186,128.622,,
2016-12-08,"강원 동해안 속초 앞바다 , 외웅치",38.18,128.624,10,
2016-12-08,강원 동해안 속초 앞바다,38.218,128.609,,
2016-12-08,"강원 동해안 속초 앞바다 , 외웅치",38.192,128.618,,
2016-12-08,강원 삼척 근해,37.334,129.293,,
2016-12-08,강원 삼척 장호 앞바다,37.294,129.351,,
2016-11-24,"경북 영덕 축산항, 대진항 사이",36.532,129.451,,
2016-11-24,경북 포항시 82-4해구,36.282,129.621,,
2016-11-24,경북 울진 원자력발전소 근해,37.13,129.401,,
2016-11-24,경북 울진 오산항 근해,36.806,129.479,,
2016-11-24,경북 울진 근해,36.929,129.462,,
2016-11-24,경북 울진 근해,37.012,129.454,20,
2016-11-24,경북 포항시 영일만 내,36.028,129.408,,
2016-12-01,도산 수월리 수월근해 노전밖,34.864,128.364,,
2016-12-01,경남 고성군 하이면 자란만 근해,34.905,128.155,,
2016-12-01,경남 통영시 욕지도 근해,34.611,128.262,,
2016-12-01,경남 통영시 사천바다 사량도 내해,34.862,128.181,,
2016-12-01,경남 창원시(진해잠도) 마산만 일대,35.084,128.65,15-20,
2016-12-01,경남 창원시(진해잠도) 마산만 일대,35.057,128.676,15-20,
2016-12-01,경남 창원시 구산면 마산합돌 원전앞바다,35.066,128.633,,
2016-12-01,경남 창원시 진해만 일대,35.088,128.683,,
2016-12-01,경남 거제 남부면 탑포리 쌍근지선,34.735,128.557,,
2016-12-01,경남 거제시 일운면 구조라 근해,34.79,128.694,,
2016-12-01,경남 거제시 일운면 구조라 근해,34.986,128.507,,
2016-12-01,경남 거제시 사등면 가조도 근해,34.95,128.544,,
2016-12-01,경남 남해 삼동면 동부(은점),34.7920185,128.0655499,,
2016-12-01,경남 남해 미조면 앞바다,34.706,128.068,,
2016-12-01,경남 남해 미조면 앞바다,34.734,128.062,,
2016-12-01,경남 남해 미조면 앞바다,34.716,128.047,,
2016-12-01,"경남 남해 설천면, 금남면 주변해역",34.938,127.836,,
2016-12-01,경남 하동군 남해 대도,34.951,127.905,,
2016-12-01,경남 하동군 남해 대도,34.94,127.836,,
2016-12-01,"경남 사천 남해 경계지역, 강진만일대",34.987,128.026,,
2016-12-01,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,,
2016-12-01,부산광역시 남구 오륙도-해운대,35.098,129.125,,
2016-12-01,울산 남구 장생포 근처해역 울기등대앞,35.498,129.39,,
2016-12-01,울산 동구 주전 앞바다,35.52,129.455,,
2016-12-01,울산 동구 화암 앞바다,35.467,129.411,,
2016-12-01,울산 북구 당사동 당사 앞바다,35.593,129.468,,
2016-12-01,울산 동구 주전 앞바다,35.563,129.468,,
2016-12-01,"포항 남구 호미곶, 강사 근처",36.065,129.602,,
